screenname,tweet,key
@amanogawaKH,"谷崎潤一郎『春琴抄』
川端康成『片腕』
芥川龍之介『蜜柑』
武者小路実篤『友情』
三浦哲郎『忍ぶ川』
星新一『ボッコちゃん』
梨木香歩『西の魔女が死んだ』
瀬名秀明『八月の博物館』
京極夏彦『嗤う伊右衛門』
田中芳樹『銀河英雄伝説』

 #名刺代わりの小説10選

今思い浮かぶのはこの辺りかなー",2019-10-03_21:00:00
@ssssR68ssss,"#名刺代わりの小説10選
孤狼の月
獣の奏者
天山の巫女ソニン
シェーラひめのぼうけん
ノーブルチルドレンの残酷
退出ゲーム
幸福な食卓
モモ
神様のいる書店
夜が明けたら、いちばんに君に会いに行く

作家被り無しにするならこんなかな
本屋行ったら思い出す本絶対にある",2019-10-03_21:00:00
@Cyla_ofune,"#名刺代わりの小説10選　
悪魔の手毬唄/横溝正史
そして誰もいなくなった/アガサ・クリスティ
エジプト十字架の秘密/エラリー・クイーン
月の影　影の海/小野不由美
荒神/宮部みゆき
関ヶ原/司馬遼太郎
光の帝国/恩田陸
聖女の遺骨求む/エリス・ピーターズ
青蛙堂鬼談/岡本綺堂
雨月物語/上田秋成",2019-10-03_21:00:00
@lsect,"#名刺代わりの小説10選

占い師SAKI/七穂美也子
龍と魔法使い/榎木洋子
創竜伝/田中芳樹
《ちょー》/野梨原花南
《JDC》/清涼院流水
Missing/甲田学人

ハイスクールオーラバスター/若木末生
聖霊狩り/瀨川貴次
ブギーポップは笑わない/上遠野浩平
キノの旅/時雨沢恵一",2019-10-03_21:00:00
@colorful8421,"#名刺代わりの小説10選
童話物語／向山貴彦
コロボックル物語／佐藤さとる
一つの大陸の物語シリーズ／時雨沢恵一
夜のピクニック／恩田陸
屍鬼／小野不由美
銀河鉄道の夜／宮沢賢治

キノの旅／時雨沢恵一
夢水清志郎シリーズ／はやみねかおる
宝石商リチャード氏の謎鑑定／辻村七子",2019-10-03_21:00:00
@BrigittaMarta,"浮雲/二葉亭四迷
春/島崎藤村
田舎教師/田山花袋
河童/芥川龍之介
若草物語/ルイーザ・メイ・オルコット
ジェニィ/ポール・ギャリコ
判決/フランツ・カフカ
レ・ミゼラブル/ヴィクトル・ユーゴー
山椒魚戦争/カレル・チャペック
10月28日のお祝い/ヨゼフ・チャペック

#名刺代わりの小説10選",2019-10-03_21:00:00
@c_jptk,"やかまし村の子どもたち/A•リンドグレーン
なんて素敵にジャパネスク/氷室冴子
図書館戦争/有川浩
トオチカ/崎谷はるひ
宝石商リチャード氏の謎鑑定/辻村七子

#名刺代わりの小説10選",2019-10-03_21:00:00
"Replying to
          @c_jptk","凍花／斉木香津
鍵のない夢を見る／辻村深月
サファイア／湊かなえ
ブラック・ティー／山本文緒
あのひとは蜘蛛を潰せない／彩瀬まる
儚い羊たちの祝宴／米澤穂信
ベーコン／井上荒野
許されようとは思いません／芦沢央
利己的な遺伝子／R・ドーキンス
BUTTER／柚木麻子

#名刺代わりの小説10選",2019-10-03_21:00:00
@et_jewel,"デルフィニア戦記/茅田砂胡
十二国記/小野不由美
舟を編む/三浦しおん
図書館の魔女/高田大介
ハリーポッター/ローリング
燃えよ剣/司馬遼太郎
図書館戦争/有川浩
ナミヤ雑貨店の奇蹟/東野圭吾
ゴールデンスランバー/伊坂幸太郎
ブレイブ・ストーリー/宮部みゆき
#名刺代わりの小説10選",2019-10-03_21:00:00
@pomelaaaa,"死にぞこないの青/乙一
KIDZ/乙一
君にしか聞こえない CALLING YOU/乙一
獣の奏者エリン/上橋菜穂子
闇の守り人/上橋菜穂子
神の守り人/上橋菜穂子
狐笛の彼方/上橋菜穂子
街のトム&ソーヤ/はやみねかおる
十二国記/小野不由美
とりかえばや物語 ざ・ちぇんじ/氷室冴子
#名刺代わりの小説10選",2019-10-03_21:00:00
@youyuziteki,"テレヴィジョンシティ／長野まゆみ
世界の終わりという名の雑貨店／嶽本野ばら
宙の家／大島真寿美
天国の扉／篠原一
クレヨン王国 月のたまご／福永令三
李歐／高村薫
空色勾玉／荻原規子
銀の海金の大地／氷室冴子
奇談シリーズ／椹野道流
作家アリスシリーズ／有栖川有栖

#名刺代わりの小説10選",2019-10-03_21:00:00
@cleo19810402,"#名刺代わりの小説10選
王家の風日　
天使のどーなつ
蒼穹の昴
少女七竈と七人の可愛いそうな大人
スイートスイーツショコラ
風の万里黎明の空
秋季限定栗きんとん事件
和菓子のアン
パルミットの笛吹き
料理人季蔵捕物控　

葛藤と成長と食べ物が好きなんだな、うん
1作家1作品は非常に難しい",2019-10-03_21:00:00
@okii19450801,"#名刺代わりの小説10選

宝石商リチャード氏の謎鑑定/辻村七子
薬屋探偵シリーズ/高里椎奈
うちの執事シリーズ/高里椎奈
フェンネル大陸シリーズ/高里椎奈
少女Aの殺人/今邑彩
ルームメイト/今邑彩
六波羅一輝シリーズ/鯨統一郎
ヴァンパイア・レスタト/アン・ライス
羊たちの沈黙/トマス・ハリス",2019-10-03_21:00:00
@camera1115,"#名刺代わりの小説10選
小栗虫太郎   黒死舘殺人事件
夢野久作   ドグラ・マグラ
恩田陸   エンドゲーム
中井拓志   ゴースタイズゲート
森博嗣   血か、死か、無か？
神林長平   戦闘妖精雪風改
上田早夕里   真紅の碑文
藤崎慎吾   鯨の王
菅浩江   君に見しゃとて
市川拓司   その時は彼によろしく",2019-01-01_15:00:00
@Caffe_menta,"銀河鉄道の夜 / 宮沢賢治
飛ぶ教室 / ケストナー
夜行 / 森見登美彦
超少年 / 長野まゆみ
白河夜船 / 吉本ばなな
新世界より / 貴志祐介
李歐 / 高村薫
ネバーランド / 恩田陸
魔性の子 / 小野不由美
霧のむこうに住みたい / 須賀敦子
 #名刺代わりの小説10選

2020.2.28更新",2020-02-28_15:00:00
@DINGIR_666,"怪盗クイーン
吸血鬼カーミラ
失楽園
美少女
それでも、警官は微笑う
犬神博士
フランケンシュタイン
''少女神''第9号
千夜一夜物語
ドラキュラ
 #名刺代わりの小説10選",2018-01-05_21:00:00
@kazahaya333,"銀の匙/中勘助
狐笛のかなた/上橋菜穂子
女生徒/太宰治
薬指の標本/小川洋子
虹の絵の具皿(十力の金剛石)/宮沢賢治
銀しゃり/山本一力
宝島/ロバート･L・スティーブンソン
完全なる首長竜の日/乾緑郎
匣の中の失楽/竹本健治
少年アリス/長野まゆみ
#名刺代わりの小説10選",2018-01-05_21:00:00
@cHaNiGa8201,"#名刺代わりの小説10選

・高丘親王航海記
・エロ事師たち
・箱男
・警視庁草子
・悪魔が来りて笛を吹く
・ロックンロール七部作
・シューマンの指
・吉原手引草
・百年の孤独
・盗相/寺村朋輝

寺村さんのこのへんてこな小説を愛して止みません…",2018-01-05_21:00:00
@saenote2,"三浦しをん「秘密の花園」
三浦しをん「月魚」
小川洋子「凍りついた香り」
浅田次郎「霞町物語」
中村稔編「宮沢賢治詩集」
宮沢賢治「銀河鉄道の夜」
 #名刺代わりの小説10選

小説じゃないの混ざってる上ネタ尽きた…",2019-01-28_21:00:00
@sarry0529,"西の魔女が死んだ/梨木香歩
吾輩は猫である/夏目漱石
檸檬/梶井基次郎
有頂天家族/森見登美彦
夜は短し歩けよ乙女/森見登美彦
勝手にふるえてろ/綿矢りさ
ミッキーマウスの憂鬱/松岡圭祐
ミシン/嶽本野ばら
カラフル/森絵都
夜のピクニック/恩田陸
 #名刺代わりの小説10選",2019-01-28_21:00:00
@Goodbye_town,"日曜日の夕刊／重松清
葡萄と郷愁／宮本輝
4TEEN／石田衣良
ひよこの眼／よしもとばなな
アーモンド入りチョコレートのワルツ／森絵都
色彩の息子／山田詠美
銀河鉄道の夜／宮沢賢治
「また、必ず会おう」と誰もが言った。／喜多川 泰
69  sixty nine／村上龍
女生徒／太宰治

#名刺代わりの小説10選",2019-01-28_21:00:00
@khaki_orange_aa,"#名刺代わりの小説10選
ぐはーこんなタグあるのか...思いついた人すごい。。。
言葉うまくなりたいなー

音楽とか映画とか本で、自分と趣味が似てる人探せるアプリとか欲しいなぁー...

「宮本武蔵の五輪書とレディーガガのBorn This Way」を両方入れてる人はこちらの方々です。みたいな。

#雑なアレ",2019-01-28_21:00:00
@MayumiShinoda11,"#名刺代わりの小説10選 
虚無への供物
黒死館殺人事件
ドグラ・マグラ
匣の中の失楽
生ける屍の死
十二神将変
聖女の島
沖縄軽便鉄道は死せず
十角館の殺人
アベラシオン
　図々しく自作を入れる国産ミステリ縛り",2019-06-27_09:00:00
@yomogi_design,"#名刺代わりの小説10選
本日は、お日柄もよく/原田マハ
昨夜のカレー、明日のパン/木皿泉
西の魔女が死んだ/梨木香歩
有頂天家族/森見登美彦
ペンギン・ハイウェイ/森見登美彦
総理の夫/原田マハ
向日葵の咲かない夏/道尾秀介
放課後の音符/山田詠美
食堂かたつむり/小川糸
舟を編む/三浦しをん",2018-05-23_21:00:00
@TakeshiAnjo,"#名刺代わりの小説10選
サーカスの馬/安岡章太郎
老人と海/ヘミングウェイ
死霊狩り/平井和正
ボッコちゃん/星新一
上弦の月を喰べる獅子/夢枕獏
八百万の死にざま/ローレンス・ブロック
堕落論/坂口安吾
グッド・バイ/太宰治
ボロボロになった人へ/リリー・フランキー
ゾンビ日記/押井守",2018-05-23_21:00:00
@algol2009,"#名刺代わりの小説10選
全点電子書籍で買える
恩田陸「光の帝国」
藤本泉「呪いの聖域」
小松左京「日本沈没」
ル・グィン「風の十二方位」
ゼラズニイ「伝道の書に捧げる薔薇」
ヤング「たんぽぽ娘」
山尾悠子「ラピスラズリ」
ニーヴン「無常の月」
広瀬正「マイナス・ゼロ」
河野典生「街の博物誌」",2018-05-23_21:00:00
@smithsonianmn,"#名刺代わりの小説10選
（「国内ミステリー」限定）

匣の中の失楽
『アリス・ミラー城』殺人事件
イニシエーション・ラブ
頼子のために
死のある風景
刺青殺人事件
心理試験
仮面山荘殺人事件
殺しの双曲線
悪魔の手毬唄",2020-04-23_15:00:00
@yukino_yukito02,"fevre dream/George R.R.Martin
load of the rings/J.R.R.Tolkien
hamlet/William Shakespeare
macbeth/William Shakespeare
fahrenheit 451/Ray Bradbury
1984/George Orwell
羅生門/芥川龍之介
三月記/中島敦
霧越邸殺人事件/綾辻行人
深泥ヶ丘奇談/綾辻行人

#名刺代わりの小説10選",2020-04-23_15:00:00
@kamituka_tomo,"#名刺代わりの小説10選

『罪と罰』/ドストエフスキー
『月と六ペンス』/モーム
『人間失格』/太宰治
『虐殺器官』/伊藤計劃
『夏への扉』/ハインライン
『新世界より』/貴志祐介
『蜜蜂と遠雷』/恩田陸
『ノルウェイの森』/村上春樹
『三四郎』/夏目漱石
『深夜特急』/沢木耕太郎",2019-02-24_03:00:00
@kiainosenshi,"#名刺代わりの小説10選
「夜のピクニック」恩田陸
「秘密」東野圭吾
「きみの友達」重松清
「カシオペアの丘で」重松清
「新世界より」貴志祐介
「天使の卵」村山由佳
「本日はお日柄もよく」原田マハ
「阪急電車」有川浩
「終末のフール」伊坂幸太郎
「ターン」北村薫",2018-03-04_21:00:00
@Haruki_Non,"#名刺代わりの小説10選 
海辺のカフカ／村上春樹
スカイ･クロラ／森博嗣
死神の精度／伊坂幸太郎
博士の愛した数式／小川洋子
失はれる物語／乙一
とある魔術の禁書目録／鎌池和馬
魔術師オーフェン／秋田禎信
デルフィニア戦記／茅田砂胡
三毛猫ホームズ／赤川次郎
なりゆきまかせの異邦人／神坂一",2019-03-19_15:00:00
@mimi_beginner,"小説探してたら面白そうなタグがあったので。
#名刺代わりの小説10選
1.青い鳥/ 重松清
2.対岸の彼女/角田光代
3.センセイの鞄/川上弘美
4.春琴抄/谷崎潤一郎
5.氷点/三浦綾子
6.悲しい予感/吉本ばなな
7.閉鎖病棟/帚木蓬生
8.ひとり日和/青山七恵
9.きらきらひかる/江國香織
10.プラナリア/山本文緒",2018-07-28_15:00:00
@mayumi_88_iz,"挙げてみたら
パッと思いつくのが5冊だった。
今年はもっとちゃんと本を読む。
既読のものも心に残ったものはもう一回読む。

 #名刺代わりの小説10選",2020-01-11_09:00:00
@Z3rjrcHR40og665,"はじめまして。
大学生のふぅです。
読書を皆さんと共有したいなと思ってこのアカウントを作りました。
気軽にフォローしてください、フォロバさせていただきます(*´∀｀*)

#名刺代わりの小説10選 
読んだことのある本ありましたか？
皆さんのお勧めの本教えてください

#読書好きな人と繋がりたい pic.twitter.com/t2ebfW7T7U",2020-09-08_09:00:00
@QJBd4T4wEeYyFJZ,"#名刺代わりの小説10選
13階段　高野和明
天使のナイフ　薬丸岳
99%の誘拐　岡崎二人
首都感染　高嶋哲夫
黒い家　貴志祐介
かたみ歌　朱川湊人
孤独の歌声　天童荒太
花の下にて春死なむ　北森鴻
億男　川村元気
リング　鈴木光司",2019-01-19_21:00:00
@L___F11,"殺戮にいたる病/我孫子武丸
新世界より/貴志祐介
放課後/東野圭吾
夢幻花/同上
すべてがFになる/森博嗣
儚い羊たちの祝宴/米澤穂信
マリアビートル/伊坂幸太郎
殺しの双曲線/西村京太郎
教団X/中村文則
夜のピクニック/恩田陸
#名刺代わりの小説10選",2019-01-19_21:00:00
@yuritomomi39,"#名刺代わりの小説10選
赤毛のアン
そして誰もいなくなった
オリエント急行の殺人
はてしない物語
聖なる黒夜
プラチナ･ビーズ
グラスホッパー
李歐
闇の守り手(NRシリーズ)
翼の帰る処",2019-01-19_21:00:00
