auth,co,val
吉本ばなな,若木未生,0.015384615384615385
吉本ばなな,ドストエフスキー,0.015384615384615385
吉本ばなな,知念実希人,0.015384615384615385
吉本ばなな,星新一,0.015384615384615385
吉本ばなな,冲方丁,0.015384615384615385
吉本ばなな,坂口安吾,0.015384615384615385
吉本ばなな,古川日出男,0.015384615384615385
吉本ばなな,坂木司,0.015384615384615385
吉本ばなな,サン=テグジュペリ,0.015384615384615385
吉本ばなな,紅玉いづき,0.015384615384615385
吉本ばなな,三浦綾子,0.015384615384615385
吉本ばなな,恒川光太郎,0.015384615384615385
吉本ばなな,大沢在昌,0.015384615384615385
桐野夏生,村上春樹,0.26744186046511625
桐野夏生,東野圭吾,0.23255813953488372
桐野夏生,湊かなえ,0.1744186046511628
桐野夏生,村上龍,0.16279069767441862
桐野夏生,伊坂幸太郎,0.11627906976744186
桐野夏生,宮部みゆき,0.11627906976744186
桐野夏生,重松清,0.10465116279069768
桐野夏生,筒井康隆,0.10465116279069768
桐野夏生,角田光代,0.09302325581395349
桐野夏生,太宰治,0.08139534883720931
桐野夏生,小川洋子,0.08139534883720931
桐野夏生,安部公房,0.08139534883720931
桐野夏生,ドストエフスキー,0.06976744186046512
桐野夏生,朝井リョウ,0.06976744186046512
桐野夏生,江國香織,0.06976744186046512
桐野夏生,吉田修一,0.06976744186046512
桐野夏生,辻村深月,0.05813953488372093
桐野夏生,百田尚樹,0.05813953488372093
桐野夏生,桜庭一樹,0.05813953488372093
桐野夏生,横山秀夫,0.05813953488372093
桐野夏生,恩田陸,0.05813953488372093
桐野夏生,森見登美彦,0.05813953488372093
桐野夏生,貴志祐介,0.05813953488372093
桐野夏生,京極夏彦,0.05813953488372093
桐野夏生,江戸川乱歩,0.046511627906976744
桐野夏生,司馬遼太郎,0.046511627906976744
桐野夏生,金原ひとみ,0.046511627906976744
桐野夏生,村田沙耶香,0.046511627906976744
桐野夏生,夢野久作,0.046511627906976744
桐野夏生,高橋源一郎,0.046511627906976744
桐野夏生,山崎豊子,0.046511627906976744
桐野夏生,島田荘司,0.046511627906976744
桐野夏生,高村薫,0.046511627906976744
桐野夏生,芥川龍之介,0.046511627906976744
桐野夏生,三島由紀夫,0.046511627906976744
桐野夏生,奥田英朗,0.046511627906976744
桐野夏生,西加奈子,0.046511627906976744
桐野夏生,川端康成,0.046511627906976744
桐野夏生,三浦綾子,0.03488372093023256
桐野夏生,川上弘美,0.03488372093023256
桐野夏生,乙一,0.03488372093023256
桐野夏生,山田宗樹,0.03488372093023256
桐野夏生,西澤保彦,0.03488372093023256
桐野夏生,宮沢賢治,0.03488372093023256
桐野夏生,大江健三郎,0.03488372093023256
桐野夏生,有川浩,0.03488372093023256
桐野夏生,川上未映子,0.03488372093023256
桐野夏生,中上健次,0.03488372093023256
桐野夏生,遠藤周作,0.03488372093023256
桐野夏生,浅田次郎,0.03488372093023256
桐野夏生,楡周平,0.03488372093023256
桐野夏生,雫井脩介,0.03488372093023256
桐野夏生,垣根涼介,0.03488372093023256
桐野夏生,よしもとばなな,0.023255813953488372
桐野夏生,山田詠美,0.023255813953488372
桐野夏生,上橋菜穂子,0.023255813953488372
桐野夏生,森絵都,0.023255813953488372
桐野夏生,鈴木光司,0.023255813953488372
桐野夏生,池井戸潤,0.023255813953488372
桐野夏生,薬丸岳,0.023255813953488372
桐野夏生,原田マハ,0.023255813953488372
桐野夏生,真梨幸子,0.023255813953488372
桐野夏生,高野和明,0.023255813953488372
桐野夏生,飴村行,0.023255813953488372
桐野夏生,志賀直哉,0.023255813953488372
桐野夏生,金井美恵子,0.023255813953488372
桐野夏生,小野不由美,0.023255813953488372
桐野夏生,新井素子,0.023255813953488372
桐野夏生,北村薫,0.023255813953488372
桐野夏生,綾辻行人,0.023255813953488372
桐野夏生,海堂尊,0.023255813953488372
桐野夏生,中村文則,0.023255813953488372
桐野夏生,香月日輪,0.023255813953488372
桐野夏生,宮本輝,0.023255813953488372
桐野夏生,五十嵐貴久,0.023255813953488372
桐野夏生,星新一,0.023255813953488372
桐野夏生,伊藤計劃,0.023255813953488372
桐野夏生,貫井徳郎,0.023255813953488372
桐野夏生,吉本ばなな,0.023255813953488372
桐野夏生,町田康,0.023255813953488372
桐野夏生,近藤史恵,0.023255813953488372
三島由紀夫,太宰治,0.23876404494382023
三島由紀夫,村上春樹,0.21348314606741572
三島由紀夫,夏目漱石,0.18820224719101122
三島由紀夫,谷崎潤一郎,0.13764044943820225
三島由紀夫,安部公房,0.13764044943820225
三島由紀夫,川端康成,0.12078651685393259
三島由紀夫,芥川龍之介,0.10955056179775281
三島由紀夫,江戸川乱歩,0.10112359550561797
三島由紀夫,夢野久作,0.09831460674157304
三島由紀夫,ヘッセ,0.08707865168539326
三島由紀夫,ドストエフスキー,0.08426966292134831
三島由紀夫,伊坂幸太郎,0.08426966292134831
三島由紀夫,恩田陸,0.08146067415730338
三島由紀夫,小川洋子,0.07865168539325842
三島由紀夫,宮沢賢治,0.07584269662921349
三島由紀夫,遠藤周作,0.07584269662921349
三島由紀夫,司馬遼太郎,0.06741573033707865
三島由紀夫,坂口安吾,0.06179775280898876
三島由紀夫,泉鏡花,0.06179775280898876
三島由紀夫,梶井基次郎,0.06179775280898876
三島由紀夫,大江健三郎,0.05898876404494382
三島由紀夫,京極夏彦,0.05898876404494382
三島由紀夫,森見登美彦,0.05898876404494382
三島由紀夫,吉本ばなな,0.056179775280898875
三島由紀夫,中島敦,0.056179775280898875
三島由紀夫,村上龍,0.056179775280898875
三島由紀夫,江國香織,0.0449438202247191
三島由紀夫,小野不由美,0.042134831460674156
三島由紀夫,原田マハ,0.03932584269662921
三島由紀夫,山田詠美,0.03932584269662921
三島由紀夫,三浦しをん,0.03651685393258427
三島由紀夫,サン=テグジュペリ,0.03651685393258427
三島由紀夫,宮部みゆき,0.03651685393258427
三島由紀夫,宮本輝,0.03651685393258427
三島由紀夫,貴志祐介,0.033707865168539325
三島由紀夫,サリンジャー,0.033707865168539325
三島由紀夫,中村文則,0.033707865168539325
三島由紀夫,伊藤計劃,0.03089887640449438
三島由紀夫,西加奈子,0.03089887640449438
三島由紀夫,重松清,0.03089887640449438
三島由紀夫,森博嗣,0.028089887640449437
三島由紀夫,山崎豊子,0.028089887640449437
三島由紀夫,井上靖,0.028089887640449437
三島由紀夫,米澤穂信,0.028089887640449437
三島由紀夫,町田康,0.028089887640449437
三島由紀夫,澁澤龍彦,0.028089887640449437
三島由紀夫,中上健次,0.028089887640449437
三島由紀夫,浅田次郎,0.028089887640449437
三島由紀夫,有川浩,0.028089887640449437
三島由紀夫,馳星周,0.025280898876404494
三島由紀夫,村田沙耶香,0.025280898876404494
三島由紀夫,星新一,0.025280898876404494
三島由紀夫,角田光代,0.025280898876404494
三島由紀夫,辻村深月,0.025280898876404494
三島由紀夫,綿矢りさ,0.02247191011235955
三島由紀夫,中島らも,0.02247191011235955
三島由紀夫,横溝正史,0.02247191011235955
三島由紀夫,長野まゆみ,0.02247191011235955
三島由紀夫,中井英夫,0.02247191011235955
三島由紀夫,ジョージ・オーウェル,0.02247191011235955
三島由紀夫,綾辻行人,0.02247191011235955
三島由紀夫,東野圭吾,0.02247191011235955
三島由紀夫,貫井徳郎,0.019662921348314606
三島由紀夫,松本清張,0.019662921348314606
三島由紀夫,モーム,0.019662921348314606
三島由紀夫,上橋菜穂子,0.019662921348314606
三島由紀夫,寺山修司,0.019662921348314606
三島由紀夫,筒井康隆,0.019662921348314606
三島由紀夫,三浦綾子,0.019662921348314606
三島由紀夫,田中芳樹,0.019662921348314606
三島由紀夫,川上弘美,0.016853932584269662
三島由紀夫,武者小路実篤,0.016853932584269662
三島由紀夫,平野啓一郎,0.016853932584269662
三島由紀夫,吉田修一,0.016853932584269662
三島由紀夫,あさのあつこ,0.016853932584269662
三島由紀夫,百田尚樹,0.016853932584269662
三島由紀夫,古井由吉,0.016853932584269662
三島由紀夫,乙一,0.016853932584269662
三島由紀夫,森茉莉,0.016853932584269662
三島由紀夫,カフカ,0.016853932584269662
三島由紀夫,中勘助,0.014044943820224719
三島由紀夫,奥田英朗,0.014044943820224719
三島由紀夫,嶽本野ばら,0.014044943820224719
三島由紀夫,湊かなえ,0.014044943820224719
三島由紀夫,梨木香歩,0.014044943820224719
三島由紀夫,島崎藤村,0.014044943820224719
三島由紀夫,幸田露伴,0.014044943820224719
三島由紀夫,堀江敏幸,0.014044943820224719
三島由紀夫,いしいしんじ,0.014044943820224719
三島由紀夫,田山花袋,0.014044943820224719
三島由紀夫,円城塔,0.014044943820224719
三島由紀夫,池波正太郎,0.014044943820224719
三島由紀夫,志賀直哉,0.014044943820224719
三島由紀夫,桜庭一樹,0.011235955056179775
三島由紀夫,島田荘司,0.011235955056179775
三島由紀夫,皆川博子,0.011235955056179775
三島由紀夫,荻原規子,0.011235955056179775
三島由紀夫,道尾秀介,0.011235955056179775
三島由紀夫,チェーホフ,0.011235955056179775
小川洋子,伊坂幸太郎,0.2222222222222222
小川洋子,恩田陸,0.175
小川洋子,村上春樹,0.15
小川洋子,三浦しをん,0.14722222222222223
小川洋子,東野圭吾,0.1361111111111111
小川洋子,江國香織,0.13333333333333333
小川洋子,有川浩,0.12777777777777777
小川洋子,森見登美彦,0.12222222222222222
小川洋子,夏目漱石,0.11944444444444445
小川洋子,梨木香歩,0.11388888888888889
小川洋子,辻村深月,0.11388888888888889
小川洋子,太宰治,0.1
小川洋子,原田マハ,0.08888888888888889
小川洋子,西加奈子,0.08888888888888889
小川洋子,森絵都,0.08611111111111111
小川洋子,湊かなえ,0.08333333333333333
小川洋子,吉本ばなな,0.08055555555555556
小川洋子,上橋菜穂子,0.07777777777777778
小川洋子,宮部みゆき,0.07777777777777778
小川洋子,宮沢賢治,0.07777777777777778
小川洋子,三島由紀夫,0.07777777777777778
小川洋子,重松清,0.075
小川洋子,貴志祐介,0.075
小川洋子,米澤穂信,0.075
小川洋子,川上弘美,0.06944444444444445
小川洋子,芥川龍之介,0.06388888888888888
小川洋子,瀬尾まいこ,0.058333333333333334
小川洋子,小野不由美,0.058333333333333334
小川洋子,谷崎潤一郎,0.05555555555555555
小川洋子,森博嗣,0.05555555555555555
小川洋子,宮下奈都,0.05555555555555555
小川洋子,京極夏彦,0.05277777777777778
小川洋子,乙一,0.05277777777777778
小川洋子,山田詠美,0.05
小川洋子,長野まゆみ,0.05
小川洋子,司馬遼太郎,0.04722222222222222
小川洋子,遠藤周作,0.04722222222222222
小川洋子,平野啓一郎,0.04722222222222222
小川洋子,星新一,0.04722222222222222
小川洋子,桜庭一樹,0.044444444444444446
小川洋子,角田光代,0.041666666666666664
小川洋子,江戸川乱歩,0.03888888888888889
小川洋子,朝井リョウ,0.03888888888888889
小川洋子,村上龍,0.03611111111111111
小川洋子,筒井康隆,0.03611111111111111
小川洋子,綾辻行人,0.03611111111111111
小川洋子,はやみねかおる,0.03611111111111111
小川洋子,ミヒャエル・エンデ,0.03333333333333333
小川洋子,住野よる,0.03333333333333333
小川洋子,百田尚樹,0.03333333333333333
小川洋子,村田沙耶香,0.03333333333333333
小川洋子,中村文則,0.03333333333333333
小川洋子,安部公房,0.030555555555555555
小川洋子,浅田次郎,0.030555555555555555
小川洋子,荻原規子,0.027777777777777776
小川洋子,綿矢りさ,0.027777777777777776
小川洋子,川端康成,0.027777777777777776
小川洋子,道尾秀介,0.025
小川洋子,島本理生,0.025
小川洋子,夢野久作,0.025
小川洋子,よしもとばなな,0.025
小川洋子,ドストエフスキー,0.025
小川洋子,宮本輝,0.025
小川洋子,あさのあつこ,0.025
小川洋子,新井素子,0.025
小川洋子,いしいしんじ,0.025
小川洋子,ヘッセ,0.022222222222222223
小川洋子,石田衣良,0.022222222222222223
小川洋子,川上未映子,0.022222222222222223
小川洋子,桐野夏生,0.019444444444444445
小川洋子,高野和明,0.019444444444444445
小川洋子,サリンジャー,0.019444444444444445
小川洋子,堀江敏幸,0.019444444444444445
小川洋子,佐藤多佳子,0.019444444444444445
小川洋子,田中芳樹,0.019444444444444445
小川洋子,加納朋子,0.019444444444444445
小川洋子,北村薫,0.019444444444444445
小川洋子,安房直子,0.016666666666666666
小川洋子,有吉佐和子,0.016666666666666666
小川洋子,時雨沢恵一,0.016666666666666666
小川洋子,坂口安吾,0.016666666666666666
小川洋子,吉田修一,0.016666666666666666
小川洋子,恒川光太郎,0.016666666666666666
小川洋子,灰谷健次郎,0.016666666666666666
小川洋子,香月日輪,0.016666666666666666
小川洋子,伊藤計劃,0.016666666666666666
小川洋子,モンゴメリ,0.016666666666666666
小川洋子,島田荘司,0.016666666666666666
小川洋子,サン=テグジュペリ,0.016666666666666666
小川洋子,中島敦,0.016666666666666666
小川洋子,森沢明夫,0.013888888888888888
小川洋子,吉村昭,0.013888888888888888
小川洋子,皆川博子,0.013888888888888888
小川洋子,中勘助,0.013888888888888888
小川洋子,村山由佳,0.013888888888888888
小川洋子,有栖川有栖,0.013888888888888888
小川洋子,小路幸也,0.013888888888888888
小川洋子,万城目学,0.013888888888888888
小川洋子,田辺聖子,0.013888888888888888
宮沢賢治,太宰治,0.19940476190476192
宮沢賢治,夏目漱石,0.19940476190476192
宮沢賢治,芥川龍之介,0.15476190476190477
宮沢賢治,京極夏彦,0.1488095238095238
宮沢賢治,森見登美彦,0.12202380952380952
宮沢賢治,村上春樹,0.12202380952380952
宮沢賢治,伊坂幸太郎,0.1130952380952381
宮沢賢治,恩田陸,0.1130952380952381
宮沢賢治,江戸川乱歩,0.09523809523809523
宮沢賢治,星新一,0.08333333333333333
宮沢賢治,小川洋子,0.08333333333333333
宮沢賢治,三島由紀夫,0.08035714285714286
宮沢賢治,東野圭吾,0.08035714285714286
宮沢賢治,梨木香歩,0.07738095238095238
宮沢賢治,三浦しをん,0.0744047619047619
宮沢賢治,夢野久作,0.0744047619047619
宮沢賢治,小野不由美,0.07142857142857142
宮沢賢治,梶井基次郎,0.06845238095238096
宮沢賢治,宮部みゆき,0.06547619047619048
宮沢賢治,長野まゆみ,0.06547619047619048
宮沢賢治,坂口安吾,0.0625
宮沢賢治,ミヒャエル・エンデ,0.0625
宮沢賢治,米澤穂信,0.05952380952380952
宮沢賢治,乙一,0.05654761904761905
宮沢賢治,江國香織,0.05654761904761905
宮沢賢治,有川浩,0.05654761904761905
宮沢賢治,司馬遼太郎,0.05357142857142857
宮沢賢治,谷崎潤一郎,0.05357142857142857
宮沢賢治,住野よる,0.050595238095238096
宮沢賢治,吉本ばなな,0.050595238095238096
宮沢賢治,サン=テグジュペリ,0.047619047619047616
宮沢賢治,川端康成,0.044642857142857144
宮沢賢治,辻村深月,0.041666666666666664
宮沢賢治,中島敦,0.041666666666666664
宮沢賢治,貴志祐介,0.041666666666666664
宮沢賢治,遠藤周作,0.041666666666666664
宮沢賢治,森絵都,0.041666666666666664
宮沢賢治,安部公房,0.03869047619047619
宮沢賢治,上橋菜穂子,0.03869047619047619
宮沢賢治,森博嗣,0.03571428571428571
宮沢賢治,泉鏡花,0.03571428571428571
宮沢賢治,あさのあつこ,0.03571428571428571
宮沢賢治,綾辻行人,0.03571428571428571
宮沢賢治,はやみねかおる,0.03273809523809524
宮沢賢治,重松清,0.03273809523809524
宮沢賢治,川上弘美,0.02976190476190476
宮沢賢治,ドストエフスキー,0.02976190476190476
宮沢賢治,桜庭一樹,0.02976190476190476
宮沢賢治,荻原規子,0.026785714285714284
宮沢賢治,ヘッセ,0.026785714285714284
宮沢賢治,時雨沢恵一,0.026785714285714284
宮沢賢治,山田詠美,0.026785714285714284
宮沢賢治,伊藤計劃,0.023809523809523808
宮沢賢治,大江健三郎,0.023809523809523808
宮沢賢治,大槻ケンヂ,0.023809523809523808
宮沢賢治,サリンジャー,0.023809523809523808
宮沢賢治,村上龍,0.023809523809523808
宮沢賢治,浅田次郎,0.023809523809523808
宮沢賢治,筒井康隆,0.023809523809523808
宮沢賢治,カフカ,0.023809523809523808
宮沢賢治,横光利一,0.020833333333333332
宮沢賢治,有栖川有栖,0.020833333333333332
宮沢賢治,沢木耕太郎,0.020833333333333332
宮沢賢治,紅玉いづき,0.020833333333333332
宮沢賢治,三秋縋,0.020833333333333332
宮沢賢治,アガサ・クリスティ,0.020833333333333332
宮沢賢治,原田マハ,0.020833333333333332
宮沢賢治,三浦綾子,0.020833333333333332
宮沢賢治,有島武郎,0.020833333333333332
宮沢賢治,志賀直哉,0.020833333333333332
宮沢賢治,吉村昭,0.017857142857142856
宮沢賢治,新井素子,0.017857142857142856
宮沢賢治,小川未明,0.017857142857142856
宮沢賢治,皆川博子,0.017857142857142856
宮沢賢治,田中芳樹,0.017857142857142856
宮沢賢治,藤木稟,0.017857142857142856
宮沢賢治,宮下奈都,0.017857142857142856
宮沢賢治,西尾維新,0.017857142857142856
宮沢賢治,瀬尾まいこ,0.017857142857142856
宮沢賢治,西加奈子,0.017857142857142856
宮沢賢治,恒川光太郎,0.017857142857142856
宮沢賢治,よしもとばなな,0.01488095238095238
宮沢賢治,田山花袋,0.01488095238095238
宮沢賢治,ジョージ・オーウェル,0.01488095238095238
宮沢賢治,百田尚樹,0.01488095238095238
宮沢賢治,山本周五郎,0.01488095238095238
宮沢賢治,モンゴメリ,0.01488095238095238
宮沢賢治,冲方丁,0.01488095238095238
宮沢賢治,湊かなえ,0.01488095238095238
宮沢賢治,藤沢周平,0.01488095238095238
宮沢賢治,福永武彦,0.01488095238095238
宮沢賢治,畠中恵,0.01488095238095238
宮沢賢治,樋口一葉,0.01488095238095238
宮沢賢治,中島らも,0.01488095238095238
宮沢賢治,万城目学,0.01488095238095238
宮沢賢治,織田作之助,0.01488095238095238
宮沢賢治,知念実希人,0.011904761904761904
宮沢賢治,稲垣足穂,0.011904761904761904
宮沢賢治,尾崎紅葉,0.011904761904761904
恩田陸,伊坂幸太郎,0.22780748663101605
恩田陸,辻村深月,0.20855614973262032
恩田陸,有川浩,0.19572192513368983
恩田陸,東野圭吾,0.1754010695187166
恩田陸,森見登美彦,0.12834224598930483
恩田陸,宮部みゆき,0.12620320855614972
恩田陸,三浦しをん,0.11978609625668449
恩田陸,村上春樹,0.11016042780748662
恩田陸,小野不由美,0.10053475935828877
恩田陸,米澤穂信,0.09732620320855614
恩田陸,湊かなえ,0.08983957219251337
恩田陸,原田マハ,0.08877005347593583
恩田陸,上橋菜穂子,0.0877005347593583
恩田陸,梨木香歩,0.08342245989304813
恩田陸,森博嗣,0.08342245989304813
恩田陸,綾辻行人,0.08128342245989305
恩田陸,太宰治,0.07807486631016043
恩田陸,江國香織,0.06951871657754011
恩田陸,乙一,0.06951871657754011
恩田陸,京極夏彦,0.06844919786096257
恩田陸,住野よる,0.06737967914438503
恩田陸,貴志祐介,0.06737967914438503
恩田陸,小川洋子,0.06737967914438503
恩田陸,重松清,0.06631016042780749
恩田陸,森絵都,0.06096256684491978
恩田陸,夏目漱石,0.059893048128342244
恩田陸,吉本ばなな,0.053475935828877004
恩田陸,司馬遼太郎,0.052406417112299465
恩田陸,あさのあつこ,0.0481283422459893
恩田陸,桜庭一樹,0.0481283422459893
恩田陸,朝井リョウ,0.0481283422459893
恩田陸,瀬尾まいこ,0.0427807486631016
恩田陸,西加奈子,0.04171122994652406
恩田陸,宮沢賢治,0.040641711229946524
恩田陸,伊藤計劃,0.033155080213903745
恩田陸,遠藤周作,0.033155080213903745
恩田陸,浅田次郎,0.033155080213903745
恩田陸,西尾維新,0.033155080213903745
恩田陸,百田尚樹,0.03208556149732621
恩田陸,三島由紀夫,0.031016042780748664
恩田陸,池井戸潤,0.029946524064171122
恩田陸,江戸川乱歩,0.029946524064171122
